source,target,weight
1889261758556835928,1871547211873049937,11
1889261758556835928,1664735167199581465,126
1889261758556835928,502629050454059107,78
1889261758556835928,1622127506322886218,26
1889261758556835928,2238769263972757602,15
1889261758556835928,672836023079683707,84
1889261758556835928,1227537253227322106,35
1889261758556835928,2237942552255912074,60
1889261758556835928,1988844945722790484,21
1889261758556835928,1051834412622708469,22
1889261758556835928,1657562998312407113,13
1889261758556835928,1990671658563940017,28
1889261758556835928,289091895940675915,16
1889261758556835928,1831278467383135083,77
1889261758556835928,1802358189320825928,173
1889261758556835928,448818498412269856,104
1889261758556835928,1110209831573404246,11
1889261758556835928,1200867522812368728,11
1889261758556835928,1455880075760360480,130
1889261758556835928,697237115437100138,12
1889261758556835928,134403547035686918,14
1889261758556835928,1105105665744293673,22
1889261758556835928,1070373929147907308,118
1889261758556835928,632124668567472671,12
1889261758556835928,2071998610782756480,109
1889261758556835928,1074798672257464231,45
1889261758556835928,1021894931206211491,47
1889261758556835928,525556102075726471,12
1889261758556835928,238376858776865878,11
1889261758556835928,2096347915761965343,93
1889261758556835928,343306018349153478,64
1889261758556835928,679368277660992728,13
1889261758556835928,720185767314701935,14
1889261758556835928,203798170563224992,54
1889261758556835928,1810013950775049336,43
1889261758556835928,2156965926792858259,22
1889261758556835928,1152333328707315185,27
1889261758556835928,534015872227335082,51
1889261758556835928,1641846988287198554,21
1889261758556835928,598773308763404493,11
1889261758556835928,1316006638006343767,58
1889261758556835928,1311122000951597329,60
1889261758556835928,441328644240052657,18
1889261758556835928,57968931796736467,33
1889261758556835928,787283532127374678,24
1889261758556835928,867510200719750452,56
1889261758556835928,411797304352938379,38
1889261758556835928,435416448249648028,26
1889261758556835928,969183092647515912,34
1889261758556835928,2242674771103822481,15
1889261758556835928,2015999915031878425,40
1836942282550850946,1958093121035940845,12
1836942282550850946,566530757671755756,11
1836942282550850946,772504040647773919,12
1330086993970882569,1784826213161699191,12
1330086993970882569,1064086509541148078,38
1330086993970882569,1391955532970167906,66
1330086993970882569,1388015766250521195,93
1330086993970882569,1065271942179088009,80
1330086993970882569,2214427562222378,37
1330086993970882569,1327484401900923490,19
1330086993970882569,1763020187691193910,87
1330086993970882569,1303749093522347624,118
1330086993970882569,1604204092143567425,144
1330086993970882569,1827510288229123778,11
1330086993970882569,563977598525293157,69
1330086993970882569,57564119733964031,57
1330086993970882569,656689315033052542,144
1330086993970882569,1138675705139783299,15
1330086993970882569,485120906295877576,22
1330086993970882569,1784936488270234381,14
1330086993970882569,424666497818215941,41
1330086993970882569,575821626231679208,49
1330086993970882569,1289847762178360592,31
1330086993970882569,1755409832942811786,11
1330086993970882569,31040007257512199,26
1330086993970882569,1186107825716447885,79
1330086993970882569,1988844945722790484,19
1330086993970882569,1657562998312407113,18
1330086993970882569,1802358189320825928,41
1330086993970882569,448818498412269856,13
1330086993970882569,1932059687453352171,31
1330086993970882569,1260873443102023234,17
1330086993970882569,1070373929147907308,27
1330086993970882569,2254992086548423001,34
1330086993970882569,2096347915761965343,49
1330086993970882569,203798170563224992,18
1330086993970882569,1980353494124054762,12
1330086993970882569,1968973952824002403,14
1330086993970882569,411797304352938379,21
1330086993970882569,969183092647515912,12
976191775324548181,575821626231679208,34
976191775324548181,2254992086548423001,38
1587405073138396497,1016810235259395671,19
427663103074141973,386444737270295453,28
427663103074141973,364304604371042621,13
427663103074141973,67162367142536626,14
427663103074141973,441328644240052657,14
427663103074141973,821106478740484952,11
427663103074141973,824719487168368812,14
1784826213161699191,1064086509541148078,21
1784826213161699191,1391955532970167906,50
1784826213161699191,1388015766250521195,43
1784826213161699191,2291526971190505522,20
1784826213161699191,2182454756737542283,14
1784826213161699191,910750941863751714,38
1784826213161699191,1065271942179088009,33
1784826213161699191,2214427562222378,11
1784826213161699191,1763020187691193910,14
1784826213161699191,2289667831428644075,108
1784826213161699191,1958093121035940845,22
1784826213161699191,1303749093522347624,35
1784826213161699191,1604204092143567425,60
1784826213161699191,1422372736821732616,14
1784826213161699191,519278021407291645,11
1784826213161699191,563977598525293157,31
1784826213161699191,876932837917113749,54
1784826213161699191,310747657654070635,72
1784826213161699191,57564119733964031,14
1784826213161699191,656689315033052542,58
1784826213161699191,1138675705139783299,12
1784826213161699191,485120906295877576,40
1784826213161699191,1429387411849782630,29
1784826213161699191,845719361455664840,64
1784826213161699191,424666497818215941,12
1784826213161699191,575821626231679208,45
1784826213161699191,404401406353532609,48
1784826213161699191,450860767935544089,16
1784826213161699191,1186107825716447885,23
1784826213161699191,594033446639215463,17
1784826213161699191,1988844945722790484,17
1784826213161699191,1051834412622708469,37
1784826213161699191,1657562998312407113,17
1784826213161699191,448818498412269856,11
1784826213161699191,1932059687453352171,15
1784826213161699191,566530757671755756,28
1784826213161699191,992892238680601908,34
1784826213161699191,1260873443102023234,24
1784826213161699191,171815908453612204,17
1784826213161699191,2254992086548423001,20
1784826213161699191,1021894931206211491,13
1784826213161699191,2076945032516882770,29
1784826213161699191,2058832571092358866,11
1784826213161699191,1279065236611023978,12
1784826213161699191,2096347915761965343,23
1784826213161699191,343306018349153478,13
1784826213161699191,203798170563224992,12
747551765727052735,1033329303902013885,25
747551765727052735,772504040647773919,25
747551765727052735,764993748459196022,34
747551765727052735,576822774200611005,39
747551765727052735,1308047235608343840,43
2187872363413950873,557754086795988174,24
2187872363413950873,1303749093522347624,152
2187872363413950873,1604204092143567425,213
2187872363413950873,57564119733964031,59
2187872363413950873,656689315033052542,207
2187872363413950873,1289847762178360592,16
2187872363413950873,1186107825716447885,126
2187872363413950873,1802358189320825928,33
2187872363413950873,1070373929147907308,22
2187872363413950873,2096347915761965343,89
2187872363413950873,411797304352938379,23
1064086509541148078,1391955532970167906,236
1064086509541148078,1388015766250521195,158
1064086509541148078,2291526971190505522,13
1064086509541148078,910750941863751714,12
1064086509541148078,1327484401900923490,25
1064086509541148078,1827510288229123778,11
1064086509541148078,1138675705139783299,19
1064086509541148078,485120906295877576,13
1064086509541148078,575821626231679208,165
1064086509541148078,1289847762178360592,28
1064086509541148078,1988844945722790484,150
1064086509541148078,1657562998312407113,17
1064086509541148078,1260873443102023234,15
1064086509541148078,2254992086548423001,56
1064086509541148078,1454193746152606219,11
1064086509541148078,203798170563224992,22
1064086509541148078,1980353494124054762,51
1064086509541148078,1968973952824002403,12
524062361126087400,845373326751334141,11
524062361126087400,969301191041383564,14
524062361126087400,970055662908784212,27
524062361126087400,1871547211873049937,13
524062361126087400,992892238680601908,11
524062361126087400,1497769315810668593,16
524062361126087400,171815908453612204,34
524062361126087400,364304604371042621,26
524062361126087400,67162367142536626,20
524062361126087400,248281591570131617,13
524062361126087400,1487086561043649738,17
1294509107619848111,485512141812684036,43
1294509107619848111,1483589301250647041,84
1294509107619848111,1255278396620218767,221
1294509107619848111,1033329303902013885,272
1294509107619848111,2143661430186066915,64
1294509107619848111,1505662532983448206,186
1294509107619848111,1390132697108868195,109
1294509107619848111,1041235975295938943,41
1294509107619848111,1293829421901705661,21
1294509107619848111,279572469729513019,14
1294509107619848111,1138619415304854059,54
1294509107619848111,2193065831286255336,32
1294509107619848111,906427366158127973,131
1294509107619848111,1420594000092934888,16
1294509107619848111,1309130221048065418,126
1294509107619848111,154665113611445033,71
1294509107619848111,480610095645262348,107
1294509107619848111,1967093413432523877,22
1294509107619848111,1556209458678939742,41
1294509107619848111,2095836436110233480,39
1294509107619848111,543225384765486363,62
1294509107619848111,1462201849645461978,25
1294509107619848111,1455325222815704391,11
1294509107619848111,1332063120138743063,101
1294509107619848111,476329902635562278,23
1294509107619848111,143188377126489644,111
1294509107619848111,772504040647773919,112
1294509107619848111,764993748459196022,87
1294509107619848111,1154428504703051511,86
1294509107619848111,576822774200611005,66
1294509107619848111,1705016108903901499,37
1294509107619848111,1308047235608343840,45
212378154321433894,1255278396620218767,26
212378154321433894,1033329303902013885,88
212378154321433894,1505662532983448206,20
212378154321433894,1309130221048065418,11
212378154321433894,1332063120138743063,17
212378154321433894,143188377126489644,24
212378154321433894,772504040647773919,48
212378154321433894,764993748459196022,68
212378154321433894,1154428504703051511,31
212378154321433894,576822774200611005,53
212378154321433894,1308047235608343840,37
1446812027929839221,1201154562585377459,16
2152544258597173073,1388015766250521195,19
2152544258597173073,2291526971190505522,86
2152544258597173073,276409707950264295,13
2152544258597173073,1065271942179088009,29
2152544258597173073,2214427562222378,24
2152544258597173073,1763020187691193910,23
2152544258597173073,1958093121035940845,13
2152544258597173073,1303749093522347624,17
2152544258597173073,1604204092143567425,18
2152544258597173073,563977598525293157,29
2152544258597173073,2294478907136656586,18
2152544258597173073,656689315033052542,25
2152544258597173073,424666497818215941,11
2152544258597173073,2269070755451585189,32
2152544258597173073,1186107825716447885,14
2152544258597173073,212427151310712589,18
2152544258597173073,2237942552255912074,22
2152544258597173073,1932059687453352171,15
2152544258597173073,1105105665744293673,13
2152544258597173073,2254992086548423001,11
2152544258597173073,1460312357775431503,11
2152544258597173073,831147252714132541,38
2152544258597173073,57968931796736467,12
2152544258597173073,1834260204627341488,29
1087278227013098209,2289667831428644075,14
1087278227013098209,566530757671755756,11
1087278227013098209,1021894931206211491,38
1391955532970167906,1388015766250521195,218
1391955532970167906,2182454756737542283,12
1391955532970167906,910750941863751714,30
1391955532970167906,1065271942179088009,142
1391955532970167906,2214427562222378,75
1391955532970167906,1327484401900923490,65
1391955532970167906,1763020187691193910,138
1391955532970167906,481451826096486517,16
1391955532970167906,1489881036331208062,15
1391955532970167906,2280299257375996143,20
1391955532970167906,1422372736821732616,14
1391955532970167906,1827510288229123778,116
1391955532970167906,710493391183453086,14
1391955532970167906,583947867375793942,14
1391955532970167906,563977598525293157,144
1391955532970167906,876932837917113749,11
1391955532970167906,751223124686595712,39
1391955532970167906,656689315033052542,14
1391955532970167906,1138675705139783299,81
1391955532970167906,485120906295877576,73
1391955532970167906,1429387411849782630,11
1391955532970167906,1953567510069131551,51
1391955532970167906,191351473306048257,11
1391955532970167906,424666497818215941,73
1391955532970167906,575821626231679208,217
1391955532970167906,1289847762178360592,58
1391955532970167906,1368127703929113106,12
1391955532970167906,1755409832942811786,18
1391955532970167906,1880776472183437460,14
1391955532970167906,263432935477761119,32
1391955532970167906,31040007257512199,46
1391955532970167906,1872249086608525595,16
1391955532970167906,307850088227949124,29
1391955532970167906,450860767935544089,22
1391955532970167906,1186107825716447885,12
1391955532970167906,599684210486556048,40
1391955532970167906,1778964457706743574,24
1391955532970167906,1988844945722790484,157
1391955532970167906,1657562998312407113,70
1391955532970167906,289091895940675915,18
1391955532970167906,448818498412269856,41
1391955532970167906,1932059687453352171,75
1391955532970167906,562930039466758120,16
1391955532970167906,1260873443102023234,100
1391955532970167906,2254992086548423001,80
1391955532970167906,1021894931206211491,21
1391955532970167906,1454193746152606219,28
1391955532970167906,750365913940360108,15
1391955532970167906,343306018349153478,29
1391955532970167906,203798170563224992,27
1391955532970167906,162653032050174409,14
1391955532970167906,1152333328707315185,11
1391955532970167906,607180590054666625,18
1391955532970167906,1980353494124054762,73
1391955532970167906,1968973952824002403,51
1391955532970167906,1808619333806356944,19
1391955532970167906,1172183017993561316,14
1391955532970167906,1179880196694417458,24
1391955532970167906,1302045057500240409,11
1112476033068198642,1958093121035940845,25
1112476033068198642,2280299257375996143,11
1112476033068198642,519278021407291645,12
1112476033068198642,310747657654070635,25
1112476033068198642,1016810235259395671,137
1112476033068198642,2237942552255912074,14
1112476033068198642,566530757671755756,21
1112476033068198642,1453222388104485627,42
1112476033068198642,2076945032516882770,12
1112476033068198642,694126682698712990,38
197967937266821620,1303749093522347624,107
197967937266821620,1604204092143567425,172
197967937266821620,57564119733964031,31
197967937266821620,656689315033052542,192
197967937266821620,1186107825716447885,79
197967937266821620,1802358189320825928,29
197967937266821620,1070373929147907308,16
197967937266821620,2096347915761965343,71
197967937266821620,411797304352938379,13
1150859624490001609,2076945032516882770,12
1388015766250521195,2291526971190505522,17
1388015766250521195,2182454756737542283,19
1388015766250521195,910750941863751714,32
1388015766250521195,1065271942179088009,190
1388015766250521195,2214427562222378,148
1388015766250521195,1327484401900923490,53
1388015766250521195,1763020187691193910,177
1388015766250521195,1504224565183705458,37
1388015766250521195,1405042282431985256,15
1388015766250521195,481451826096486517,21
1388015766250521195,2289667831428644075,13
1388015766250521195,557754086795988174,25
1388015766250521195,1958093121035940845,14
1388015766250521195,1489881036331208062,16
1388015766250521195,2280299257375996143,38
1388015766250521195,1422372736821732616,32
1388015766250521195,2233154945648115968,16
1388015766250521195,1300444946999494613,12
1388015766250521195,1827510288229123778,79
1388015766250521195,583947867375793942,46
1388015766250521195,563977598525293157,152
1388015766250521195,876932837917113749,23
1388015766250521195,751223124686595712,43
1388015766250521195,1430803450092710608,28
1388015766250521195,310747657654070635,19
1388015766250521195,1138675705139783299,77
1388015766250521195,1813662529429580784,24
1388015766250521195,485120906295877576,51
1388015766250521195,1429387411849782630,36
1388015766250521195,1953567510069131551,58
1388015766250521195,1835998077068082228,27
1388015766250521195,424666497818215941,134
1388015766250521195,575821626231679208,151
1388015766250521195,1289847762178360592,47
1388015766250521195,1368127703929113106,16
1388015766250521195,1214301728698543511,17
1388015766250521195,1755409832942811786,20
1388015766250521195,1880776472183437460,15
1388015766250521195,898691927084847472,11
1388015766250521195,1058078703545972675,11
1388015766250521195,263432935477761119,39
1388015766250521195,31040007257512199,85
1388015766250521195,1872249086608525595,39
1388015766250521195,307850088227949124,23
1388015766250521195,1275383584037213395,23
1388015766250521195,733736708340078040,13
1388015766250521195,450860767935544089,20
1388015766250521195,1122140845482149505,13
1388015766250521195,594033446639215463,28
1388015766250521195,599684210486556048,20
1388015766250521195,1016326209948277753,14
1388015766250521195,2275393471521948934,14
1388015766250521195,1778964457706743574,51
1388015766250521195,1988844945722790484,79
1388015766250521195,1657562998312407113,64
1388015766250521195,289091895940675915,23
1388015766250521195,391453187228781908,13
1388015766250521195,448818498412269856,44
1388015766250521195,1932059687453352171,67
1388015766250521195,562930039466758120,22
1388015766250521195,713222888939370977,11
1388015766250521195,887955291315668746,16
1388015766250521195,566530757671755756,12
1388015766250521195,1200867522812368728,11
1388015766250521195,1260873443102023234,29
1388015766250521195,1637385569660302760,20
1388015766250521195,59466016139217080,11
1388015766250521195,1105105665744293673,17
1388015766250521195,1167183607400953124,16
1388015766250521195,2254992086548423001,70
1388015766250521195,1021894931206211491,24
1388015766250521195,1454193746152606219,27
1388015766250521195,2076945032516882770,21
1388015766250521195,2273069765450942296,11
1388015766250521195,750365913940360108,16
1388015766250521195,343306018349153478,17
1388015766250521195,1443212247199083740,15
1388015766250521195,2219629305000327152,11
1388015766250521195,203798170563224992,25
1388015766250521195,162653032050174409,26
1388015766250521195,607180590054666625,11
1388015766250521195,1980353494124054762,38
1388015766250521195,1968973952824002403,31
1388015766250521195,1044050548257260161,16
1388015766250521195,1976245871248755409,15
1388015766250521195,1808619333806356944,21
1388015766250521195,867510200719750452,12
1388015766250521195,1179880196694417458,22
1169846602993755253,2294478907136656586,14
1169846602993755253,2269070755451585189,29
1169846602993755253,212427151310712589,43
1169846602993755253,2237942552255912074,98
1169846602993755253,57968931796736467,35
2291526971190505522,910750941863751714,33
2291526971190505522,786322479791548197,16
2291526971190505522,276409707950264295,203
2291526971190505522,1493044578922693931,11
2291526971190505522,311103060898139475,13
2291526971190505522,1504224565183705458,19
2291526971190505522,1405042282431985256,91
2291526971190505522,2154633315133767614,31
2291526971190505522,557754086795988174,29
2291526971190505522,1246262268366531481,20
2291526971190505522,1604204092143567425,20
2291526971190505522,2203230476577940944,15
2291526971190505522,319563144399923976,15
2291526971190505522,519278021407291645,203
2291526971190505522,583947867375793942,14
2291526971190505522,1028054933176765489,39
2291526971190505522,1430803450092710608,83
2291526971190505522,57564119733964031,15
2291526971190505522,656689315033052542,14
2291526971190505522,2190387441027275729,11
2291526971190505522,2269539733644048864,12
2291526971190505522,970055662908784212,21
2291526971190505522,1755409832942811786,15
2291526971190505522,1066321830542018062,64
2291526971190505522,1648255396373875467,11
2291526971190505522,1157425199614030748,12
2291526971190505522,2269070755451585189,20
2291526971190505522,212427151310712589,18
2291526971190505522,2088656201209670063,24
2291526971190505522,778591041397479339,21
2291526971190505522,2275393471521948934,11
2291526971190505522,1604565064826206230,14
2291526971190505522,679041730770399825,13
2291526971190505522,1652837342658745471,46
2291526971190505522,1105105665744293673,58
2291526971190505522,1627809136410315370,69
2291526971190505522,1238369304095892761,29
2291526971190505522,1460312357775431503,67
2291526971190505522,525556102075726471,12
2291526971190505522,238376858776865878,31
2291526971190505522,1001337285338368702,76
2291526971190505522,1067886677771318013,71
2291526971190505522,2156965926792858259,11
2291526971190505522,441328644240052657,11
2291526971190505522,831147252714132541,70
2291526971190505522,1834260204627341488,45
2291526971190505522,472502786279377464,30
2291526971190505522,2302863867041383305,14
2291526971190505522,305687777941844776,14
2182454756737542283,1604204092143567425,34
2182454756737542283,1422372736821732616,21
2182454756737542283,656689315033052542,76
2182454756737542283,1138675705139783299,11
2182454756737542283,485120906295877576,53
2182454756737542283,1429387411849782630,21
2182454756737542283,575821626231679208,27
2182454756737542283,1289847762178360592,16
2182454756737542283,450860767935544089,25
2182454756737542283,1186107825716447885,18
2182454756737542283,594033446639215463,13
2182454756737542283,1657562998312407113,28
2182454756737542283,1260873443102023234,30
2182454756737542283,1021894931206211491,13
2182454756737542283,2096347915761965343,74
2182454756737542283,343306018349153478,19
2182454756737542283,1968973952824002403,18
1028163868070336068,2269070755451585189,15
1028163868070336068,212427151310712589,20
1028163868070336068,2237942552255912074,48
1028163868070336068,1864488401417248754,11
1028163868070336068,57968931796736467,19
910750941863751714,1065271942179088009,26
910750941863751714,2214427562222378,18
910750941863751714,1763020187691193910,25
910750941863751714,2289667831428644075,225
910750941863751714,1300444946999494613,11
910750941863751714,563977598525293157,22
910750941863751714,876932837917113749,75
910750941863751714,310747657654070635,190
910750941863751714,1813662529429580784,30
910750941863751714,845719361455664840,107
910750941863751714,424666497818215941,14
910750941863751714,575821626231679208,15
910750941863751714,404401406353532609,91
910750941863751714,969301191041383564,11
910750941863751714,1880776472183437460,16
910750941863751714,898691927084847472,14
910750941863751714,31040007257512199,14
910750941863751714,1871547211873049937,16
910750941863751714,1051834412622708469,70
910750941863751714,448818498412269856,19
910750941863751714,1932059687453352171,12
910750941863751714,566530757671755756,79
910750941863751714,992892238680601908,62
910750941863751714,1637385569660302760,21
910750941863751714,171815908453612204,52
910750941863751714,59466016139217080,12
910750941863751714,2254992086548423001,20
910750941863751714,1454193746152606219,11
910750941863751714,2076945032516882770,70
910750941863751714,1279065236611023978,29
